user_id,items_count,recommend_percentage,gasto_user
04061993,214,100.0,5111.2
04092013,128,100.0,622.0799999999999
041112016,98,100.0,1379.26
0412734634,20,100.0,59.96
0412827540,27,100.0,149.9
042153100,118,50.0,3094.42
0421874858,31,100.0,342.78999999999996
04280122,113,100.0,1265.1499999999999
0432-026-no,14,100.0,79.93
0445233,0,100.0,0.0
04536829290339393838,28,100.0,130.89
0468313256,86,100.0,99.88
0488456,22,100.0,249.86
05041129,35,66.66666666666666,1666.68
05461025,53,100.0,560.59
05511301,159,100.0,1583.21
05zhehan,16,100.0,89.94999999999999
066600,72,100.0,468.8
0700464574757,48,100.0,383.71999999999997
07061998,0,100.0,0.0
07213,0,100.0,0.0
077541400,0,100.0,0.0
07824,0,100.0,0.0
07846813956825,92,0.0,2312.62
0800135723,1,100.0,0.0
081042,0,100.0,0.0
0814551,48,100.0,176.88
08254669696969696969,0,100.0,0.0
0827777,11,100.0,0.99
0833422708,1,100.0,0.0
0854029092,5,100.0,19.99
0862770364,23,100.0,148.92000000000002
0896398616,184,100.0,2250.34
0898786879898,7,100.0,69.96
08alross,313,100.0,4160.64
0903512455,41,100.0,399.7
09106,176,100.0,4848.28
091263,369,100.0,27891.72
092688110,1,100.0,0.0
092982943,28,100.0,94.92999999999999
0935659130,59,100.0,471.75
094553552,89,100.0,1389.08
095732,30,66.66666666666666,539.58
095829347395,0,100.0,0.0
095843067,239,100.0,2705.57
098765432108642,12,100.0,179.91
09876543231,25,100.0,215.82999999999998
098766catdogbnmnnn,42,100.0,683.52
09879655452567,0,87.5,0.0
09895749373554,33,100.0,345.74
099655675,0,100.0,0.0
0996633,56,100.0,606.69
0FI3MWAJS2849023N,36,100.0,336.77
0darkhood,0,100.0,0.0
0fficiaIfIaw,23,100.0,38.97
0nlyb0nes,22,100.0,224.91
0rangeZ3r0,29,100.0,143.88
0x0B00B135,59,100.0,505.61
0x426F,149,100.0,1733.82
1-800-Invisible,536,100.0,5846.98
10000000thVisitor,106,100.0,1105.18
1000000sdsd,22,100.0,59.96
100002077293140,1,100.0,0.0
100011101011,31,100.0,347.84
1000jaus,50,100.0,642.64
100101011111000011111111,0,100.0,0.0
1001101001110101,286,0.0,3403.6
100355,50,100.0,524.66
10051997,130,100.0,8779.12
10101010101010109,307,100.0,3769.07
101010101111,42,100.0,382.8
101010102,8,100.0,70.93
1010102,45,100.0,223.85
101013483181348,7,100.0,14.99
1010231464,9,100.0,44.97
1011001,128,90.0,12281.6
1011010101101101010101,52,100.0,644.52
1011012001,14,100.0,49.96
101316,21,100.0,254.84
1016523030,6,100.0,0.0
101676057,29,100.0,270.86
10197226,36,100.0,276.73
101thegreenguy,98,100.0,1277.59
102547508,13,100.0,24.979999999999997
102598615,45,100.0,166.85
1029620,0,100.0,0.0
1032165460,7,100.0,64.95
1052218979baidu,21,100.0,242.85999999999999
106816544,0,100.0,0.0
10817,38,100.0,339.79
109284293753647,150,100.0,1842.8999999999999
10936543792,109,100.0,2076.48
10948278193,31,100.0,69.96
109654,1,100.0,0.0
109leonidas,178,100.0,1841.86
10Degree,150,100.0,6615.2
10gp,21,100.0,169.89
10outof10matee,56,100.0,1209.24
10oyard,20,100.0,209.88
11010011011,140,100.0,1617.99
1101167413,42,100.0,533.65
110203,0,100.0,0.0
110211021,73,50.0,977.24
110321565469,76,100.0,822.98
1103703132946,65,100.0,727.54
11058426384,0,100.0,0.0
11111121111122221,0,100.0,0.0
111190869,62,100.0,803.55
111222333222111,28,100.0,279.82
111222333444555666888,52,100.0,13936.32
11123xxx3122,10,100.0,59.95
11124,44,0.0,445.7
11141995,47,100.0,571.57
111s,242,100.0,2286.21
111zerosen,65,100.0,419.52
1122305938,177,75.0,9578.96
112367263762,0,75.0,0.0
112asdasfasdasd,23,100.0,0.0
11345678,34,100.0,252.85
113595,76,100.0,3193.2
1136579070,82,100.0,686.5899999999999
11464789,37,100.0,306.78000000000003
11567jj,102,100.0,466.74
1163321,56,100.0,361.81
11697346,0,100.0,0.0
117007,15,100.0,129.92
117331,67,100.0,346.74
117a2,11,100.0,119.92999999999999
117arbiter,166,100.0,9992.88
11925219096,70,100.0,727.6
119922883377446655123456789,60,0.0,268.81
11XGX,215,50.0,5410.599999999999
12021988,3,100.0,0.0
120445,120,100.0,935.77
120488700,21,100.0,264.92
12066gdc,0,100.0,0.0
12110604,16,100.0,194.89
1212343456567878909,33,100.0,681.64
12123871234989120,33,100.0,147.88
12125,126,100.0,2704.32
12131sfadag,0,100.0,0.0
1214551565454556,4,100.0,0.0
121478,129,100.0,1634.18
121598558,9,100.0,0.0
1221341245,0,100.0,0.0
12223536,177,50.0,4231.74
122249_700b,38,100.0,318.74
1225543bdfvd,0,100.0,0.0
122799,17,100.0,54.97
1231231222312312312312,0,100.0,0.0
123123123131231231,43,100.0,295.87
12312312332123,31,100.0,632.55
12312321312v312v31,0,100.0,0.0
12312341244123,50,100.0,524.76
123123718417671290,0,100.0,0.0
1231343263534243534,48,100.0,540.65
123232343432555686888554456555,65,100.0,628.66
1232999,64,100.0,733.16
12332165478953761,59,100.0,1527.02
12334433444,0,100.0,0.0
1233451231252123,77,100.0,204.91000000000003
1233zaazen,33,100.0,390.8
12341008,3,100.0,14.99
1234148932401,0,100.0,0.0
12341846,28,100.0,301.77
1234321115,46,100.0,524.68
1234455565,2,100.0,19.99
12345123456,33,100.0,312.82
1234566678690,0,100.0,0.0
1234567124567,38,100.0,444.75
12345676543456789098543,73,100.0,885.4
1234567810132,48,100.0,144.85
123456787654329,131,100.0,1587.91
12345678901234567890123456567890,206,85.71428571428571,20120.52
1234567890192837465,98,100.0,2596.5299999999997
1234567890qweccrtht,41,100.0,377.78999999999996
1234567890qwertyuiop,4,100.0,34.98
12345678910123,2,100.0,4.99
12345678910a,81,100.0,1168.3899999999999
1234567898354127873,10,100.0,44.95
123456789874561232145678,269,100.0,2852.08
12345678989,0,100.0,0.0
123456789_Kappa,37,100.0,410.25
123456789diamond987654321,71,100.0,705.53
123456789ftwwtf,0,100.0,0.0
1234567io9872345678765432,155,87.5,10888.56
1234576782,0,100.0,0.0
12345gh,17,100.0,204.92000000000002
12346969,0,100.0,0.0
1234865654,76,100.0,463.64
1234derpaa,44,100.0,434.72999999999996
12391939123,124,100.0,1679.78
12398uf8jg21390,35,100.0,312.77
12399017,25,100.0,160.82999999999998
123abc321,2,100.0,0.0
123abccba,91,100.0,1035.4
123amazing123,48,100.0,320.84
123curssin123,52,100.0,409.81
123franz789,15,100.0,54.97
123joshua321,87,100.0,945.29
123repulseMe,137,100.0,3293.1899999999996
123sharpshooter123,2,100.0,0.0
1242163634531636,2,100.0,9.98
12435674325tyughnb,43,100.0,480.71999999999997
12435gg,107,100.0,487.68
124653tf,8,100.0,129.97
124681,3,100.0,19.99
1249012512908890112890,75,100.0,750.0699999999999
124c7937,2,100.0,0.0
12524,81,100.0,298.8
12536475869trhgsdf,99,100.0,3356.7599999999998
12549,64,100.0,228.87
1263512533427542734,0,50.0,0.0
12779,105,80.0,3987.35
12839201,0,100.0,0.0
128463821947,10,100.0,69.97
12874175635ELITE,2,100.0,4.99
128bitbit,81,100.0,289.8
1294120970512,49,100.0,515.67
129874182,155,100.0,3551.32
12DeAgostoAs12HRSe26MIN,35,100.0,561.56
12_gauge_org,48,100.0,878.64
12das,20,100.0,89.92
1300655506nigga,41,100.0,625.44
13012,128,100.0,1357.2
131312,135,77.77777777777779,15685.47
13131424145131312,0,100.0,0.0
1313Lcf,144,100.0,2007.85
131467132,56,100.0,453.76
13199708,139,100.0,1903.8899999999999
1321742413,66,80.0,1219.2
132413244231,43,100.0,376.76
13244123,0,100.0,0.0
13245456456345234234,0,100.0,0.0
13272310,28,100.0,169.94
13305678912,0,100.0,0.0
13371337133713337,18,100.0,144.96
133742069174,95,100.0,1033.5
1337666133766613376661337,113,100.0,1397.1299999999999
133774553644535355354,5,100.0,9.99
1337Akraken,110,0.0,1153.34
1337_K_REW,38,100.0,169.9
1337_Speak,269,100.0,2630.13
1337hunter,67,100.0,1236.8
1337leetSloth,3,100.0,39.97
1337lolroflmao,197,100.0,17656.11
1337mlg,103,100.0,495.53999999999996
1337putin,91,100.0,7336.08
1343534566,23,100.0,683.55
13457856281,42,100.0,635.52
1345adfg,8,100.0,0.0
134679jc333,17,100.0,64.95
135781,63,87.5,7307.5199999999995
1373648137417,176,100.0,1624.44
137731251236671466147,371,100.0,5294.7
13971397,222,100.0,14222.05
1398199813,3,100.0,9.99
13ird9u,0,100.0,0.0
13lazer,398,100.0,5578.28
13omadragon,33,100.0,224.88
13salva,61,100.0,598.61
1408129010,31,100.0,244.89
14125161412,0,100.0,0.0
142331415,179,100.0,1715.6399999999999
142412412124142,3,100.0,0.0
14372193,111,100.0,689.62
143865,62,100.0,420.25
1440454,70,100.0,1277.16
144289919655093823,48,100.0,512.63
1452221660414,140,100.0,6759.72
14528910,1,100.0,0.0
1454235887,3,100.0,0.0
145578,94,100.0,1030.95
1456237,34,100.0,412.74
1457184935981,27,100.0,691.52
146847798098,29,100.0,49.97
14725836900,17,100.0,134.91
14747,180,100.0,1897.06
147532984,99,100.0,924.5
147751,12,100.0,202.85999999999999
14789633698741,348,100.0,4572.11
148203604,7,100.0,0.0
150010792,113,100.0,313.68
150230,152,100.0,1886.6
1513412123111331,17,100.0,147.85
151995,41,100.0,134.91
1522188745,83,100.0,547.62
1540359,14,100.0,75.96000000000001
154352,87,75.0,1780.8400000000001
1546328127418,27,50.0,659.76
154930493,38,100.0,855.64
15511551,156,100.0,4492.36
155754572,21,100.0,114.92999999999999
1558,0,100.0,0.0
15632897,255,100.0,3256.09
156s6a32f15r,0,100.0,0.0
15738583,0,100.0,0.0
157645,487,100.0,4857.679999999999
15832789427,102,100.0,2180.96
1591240764,101,100.0,377.49
15934,124,100.0,6796.48
159zse159,377,100.0,5034.75
1607426135,14,100.0,39.96
1626466724893520,64,100.0,5262.12
163050995,13,100.0,0.0
16362426247,68,100.0,528.6
16395,11,100.0,59.959999999999994
16538,138,100.0,9990.88
16748438,21,100.0,274.88
169420666,53,100.0,327.73
16PALEFANS,0,100.0,0.0
17-04-2000,90,100.0,557.67
17101710,134,88.88888888888889,13210.38
1711338513531,28,100.0,210.85
171516,196,83.33333333333334,9371.76
1726432,12,100.0,189.96
17291799,19,100.0,154.92
172954833,24,100.0,0.0
173902,2,100.0,9.99
1739902091026,79,100.0,267.29
174561864923145,51,100.0,457.71
174gamecuman700kngkakak,159,100.0,1329.2
17731773,47,100.0,310.71
177652,24,100.0,494.76
1782304562324567,0,100.0,0.0
17829463213,69,100.0,849.6
1800-Ricohut,121,83.33333333333334,6115.86
1800CIA,0,100.0,0.0
1800FkMyVajj,7,100.0,14.99
1801010101,0,80.0,0.0
18023009,2,100.0,14.99
180577,66,100.0,583.58
18062002,0,100.0,0.0
18082001,105,100.0,2055.81
18228272828,153,100.0,6548.44
182748927838783778382,21,100.0,120.9
182828282,44,100.0,484.7
18283848,72,100.0,976.49
1829369648,2,100.0,0.0
1838482928505,0,100.0,0.0
18481,154,100.0,4269.5599999999995
1850172512752815,28,100.0,147.41
18504965711,80,100.0,1046.44
1859082899,17,100.0,68.95
186038013,1,100.0,0.0
1870380085,43,100.0,298.79
1873410337,39,88.88888888888889,3463.38
1875489156748,52,100.0,386.73
187625,121,66.66666666666666,1186.8600000000001
18855881,204,100.0,3013.14
1889999999999999,35,100.0,249.91
1892322575,0,100.0,0.0
19-20-5-20-27-5-18,32,100.0,154.88
190120001826,2,100.0,0.0
1920410,87,0.0,1099.42
19210801,51,100.0,220.85
1922001,94,100.0,1020.1999999999999
1930234,82,100.0,591.69
19365,103,100.0,1421.15
19372250,137,100.0,1963.8899999999999
1937648259137856lkjnoik,9,100.0,44.96
1944086851,14,100.0,64.95
1947CARROTS,26,100.0,104.93
194847383,135,100.0,5725.92
1956aa1,113,50.0,3174.84
195862,69,100.0,3128.2
19702316748,94,100.0,942.3
19720911,5,100.0,0.0
19724,0,100.0,0.0
19820182123,13,100.0,169.94
1994dbc,207,100.0,2084.72
1997-07-06_J077,7,100.0,29.979999999999997
19990923,41,100.0,229.89999999999998
199A,27,100.0,138.91
19te_Polska,70,100.0,984.42
1Aztec1,0,100.0,0.0
1BUCK80,32,100.0,329.86
1GN33L,20,100.0,224.88
1MLG2U,59,100.0,1752.85
1NFR33,196,100.0,1943.8999999999999
1R1M1,52,33.33333333333333,971.22
1UK33Y,30,100.0,359.78
1Yoshi1,0,100.0,0.0
1_Taipan,25,100.0,361.83
1a1u14,76,100.0,731.48
1dog636,104,100.0,1042.23
1epicninja,91,100.0,4972.15
1iam1iam1iam,70,100.0,2414.07
1jamesn4,82,100.0,1860.8
1qaz2wwx010,23,100.0,44.97
1silentsniper1,319,100.0,3637.87
1snap,179,83.33333333333334,11871.119999999999
1stBLUE-COW,52,100.0,342.77
1stJamestar,0,100.0,0.0
1stpionpaul,162,100.0,2066.69
1sttperson,42,100.0,379.77
1stutie,0,100.0,0.0
1tee,0,100.0,0.0
1v08,0,100.0,0.0
1v1meguy,245,100.0,6481.54
1v1meinclubpenguinscrub,28,100.0,334.81
1v1mim8,70,100.0,658.55
20001978,0,100.0,0.0
2000jtc,60,100.0,688.65
2001911,4,100.0,9.99
200220006,139,100.0,1835.01
20041213,27,66.66666666666666,59.94
200719917302,59,100.0,799.61
200px-spy-taunt-laugh,18,100.0,69.95
2011-2013,0,100.0,0.0
2011368123,252,100.0,3115.0099999999998
20115011,4,100.0,9.99
205723552,15,100.0,29.979999999999997
2080308,85,100.0,1444.94
2092000666,31,100.0,497.58
210396,0,100.0,0.0
210519992016,84,20.0,2970.3999999999996
21072013,21,100.0,39.98
211011374,32,100.0,529.77
21129393,9,100.0,34.97
2114521846341684,13,100.0,149.91
2121312,17,100.0,34.97
2125125126,6,100.0,34.97
212blair212,17,100.0,104.92
213123123132,200,100.0,460.66
21321112399,13,100.0,189.91
2139093311,7,100.0,9.99
215251,35,100.0,312.83
216712138,92,100.0,883.54
218939137821738213127983,92,100.0,603.09
219121912191,13,100.0,44.97
21d12cd,0,100.0,0.0
21lord21drag,5,100.0,59.97
22109203,98,100.0,672.59
222081994,26,100.0,310.87
2222224444555985,35,100.0,204.9
2222455,131,100.0,1445.8799999999999
22331144,0,100.0,0.0
2233dog15,17,100.0,265.89
22491987,51,100.0,307.83
22502250,77,100.0,877.56
225544,72,66.66666666666666,2323.5
225555,17,100.0,195.89
226rep,10,100.0,159.94
2271531450,25,100.0,89.9
2288888888,0,100.0,0.0
2293371488,47,100.0,225.29
23012003,18,100.0,189.88
231091,184,100.0,2650.58
2311985201258745633313,37,100.0,371.82
231321455,60,100.0,1376.55
23142433253545,122,100.0,1249.24
23184798,32,100.0,97.91
2323534545,158,71.42857142857143,9096.85
233433,8,100.0,22.979999999999997
2342526,52,100.0,624.65
23434454365463446754546576e45646,99,100.0,1513.8799999999999
2345254252312312,0,77.77777777777779,0.0
234556232,0,100.0,0.0
2345XXXXX,52,100.0,313.74
234671,28,100.0,149.88
235269,88,100.0,1126.23
235324234732,27,100.0,255.76
235377777,0,100.0,0.0
2362,0,100.0,0.0
2364786499,49,100.0,609.52
23745736,74,100.0,837.58
2378695,2,100.0,34.98
2390746539217,23,100.0,721.72
23974656456,84,100.0,714.55
2398,22,100.0,226.62
23Batman05,145,100.0,9363.41
23jesus23,70,100.0,619.64
24045681579016271,15,100.0,29.97
24101738,34,100.0,59.99
243567890,7,100.0,44.97
2435689,76,100.0,651.51
2435764824567835,26,100.0,149.9
24453,74,66.66666666666666,3316.5
2448531,80,100.0,387.62
24532453,134,100.0,1176.28
24596,121,100.0,819.81
24681256447,11,100.0,67.94999999999999
246823,25,100.0,265.85
247211,154,100.0,7351.2
2479742,106,100.0,4065.99
248392584,7,100.0,30.96
248482,277,100.0,2826.39
24862345243,49,100.0,696.64
24902,45,100.0,427.78
249758,181,100.0,3298.33
24BallerJK,9,100.0,39.97
24CmRuler,77,100.0,858.5
24thADF,0,100.0,0.0
25050,99,100.0,905.35
25061841,15,100.0,170.89
25122004,0,100.0,0.0
25230405,98,100.0,989.39
25231341243,34,100.0,218.84
2539428377924,106,100.0,822.49
2547887,0,0.0,0.0
256565,18,100.0,183.89
2571,690,100.0,41332.799999999996
258585686,0,100.0,0.0
259987556434546,121,100.0,1118.68
25_Years_Since_Freddie,30,85.71428571428571,2168.67
26070,36,100.0,475.72999999999996
2608739,5,100.0,49.96
26292919,94,100.0,590.61
2647891,8,100.0,39.97
2688789326887893,73,100.0,245.88
269485,284,100.0,3811.54
269790,0,100.0,0.0
27073108,106,50.0,2446.7799999999997
27601MCM,58,100.0,304.78
27649735,2,100.0,0.0
2768820078,91,80.0,15502.6
279519365,127,100.0,1103.28
27dnguyen,29,100.0,226.77
28019769,124,100.0,2258.69
28042005,0,100.0,0.0
2811Moonlight,0,100.0,0.0
2813124704213241234,0,100.0,0.0
2826,7,100.0,110.94
2828838282,0,100.0,0.0
28663,0,100.0,0.0
2891723967123,160,71.42857142857143,14165.41
28yelkco,32,100.0,219.84
29017637452801,86,100.0,496.54
2910463,0,33.33333333333333,0.0
291129112911291129112911,68,100.0,489.65
29123,18,80.0,2398.6
2933725,2,100.0,0.0
2987654235,8,100.0,15.98
29998000,46,100.0,529.66
2Chill,122,100.0,3582.18
2Degrees,82,100.0,3415.29
2EzRogueDH,12,100.0,499.8
2JZEEEEBABY,61,100.0,1755.08
2Lethal,117,100.0,3846.21
2Ryo2Know,29,100.0,217.85
2S2CUnknown,0,100.0,0.0
2Ta4,362,66.66666666666666,10203.66
2ZESTY4ME,82,50.0,841.5
2amigosupremos753,1,100.0,0.0
2coop4,0,100.0,0.0
2cq,898,100.0,9230.619999999999
2d4nk4m3,160,50.0,1400.6000000000001
2edgy4youboi,84,100.0,4742.88
2ez2xl,79,100.0,1452.98
2ez4medick,32,100.0,382.74
2fast4u271,39,100.0,256.76
2g00d4u,14,100.0,100.92
2greasy,33,100.0,905.02
2ik4tf,22,100.0,165.86
2kewl4you,9,100.0,19.99
2lstgun,31,100.0,237.84
2matoe,24,100.0,150.87
2muchred,149,100.0,1661.84
2nerdssemvida,101,100.0,375.58
2pac_Skai,1,100.0,0.0
2pacisaliveincuba,303,100.0,3525.38
2ptwisted,18,100.0,131.94
2red12,151,100.0,1779.44
2sBs,219,100.0,24823.7
2sd31,11,100.0,170.9
2seggy4um8havalook,10,100.0,54.97
2she,57,100.0,488.57
2slippy,0,66.66666666666666,0.0
2sneaky5u,291,100.0,3141.85
2spookis,199,100.0,1617.42
2spooky,323,80.0,19509.8
2unimaginative4u,23,100.0,40.96
2v1meyoucheekyscrub,42,100.0,559.75
2xDelorean,55,100.0,1758.8
30035115,97,100.0,1353.27
300499,0,100.0,0.0
300799,14,100.0,24.98
30102000,1,100.0,0.0
30102002,33,100.0,167.32999999999998
3021Daniel,105,100.0,1371.23
3038070,5,100.0,34.98
3046123,70,100.0,848.6
305010,67,100.0,882.52
30699,29,100.0,214.91
30XxPikachuxX03,3,100.0,0.0
313134,378,100.0,4559.8
314155156915923,36,100.0,498.5
31456576727471577757175717,21,100.0,39.97
31575,73,100.0,184.8
317733235,58,50.0,691.4599999999999
317984739321,75,100.0,5672.5199999999995
317jim,15,100.0,14.99
318941651,42,100.0,270.81
3197,44,75.0,1870.6799999999998
320RustPro,11,100.0,59.94
3214213216,107,100.0,226.15
321541,26,100.0,253.81
3218998529,2,100.0,19.98
3265899423,66,100.0,437.7
326759263846544,294,50.0,3738.86
329838102,19,66.66666666666666,149.88
32bitmaximus,79,100.0,1115.29
33215469,0,100.0,0.0
33275,9,100.0,69.95
333112,0,100.0,0.0
3333322,1,100.0,0.0
333333259,15,100.0,129.93
33334scat,59,100.0,432.76
333666333111,24,100.0,245.86
333hab,234,100.0,2440.2799999999997
33442,7,100.0,14.99
334756875,111,60.0,3052.45
33y4htq32yehrbvwdq3t4ergv,0,100.0,0.0
34234252sd,16,100.0,49.97
3423523425433425,118,100.0,1553.58
343221221,52,100.0,586.5
34324132,41,100.0,596.68
343574890,27,100.0,227.36
34383536,14,100.0,117.42
343rox,18,100.0,190.88
34451,1,100.0,0.0
345236261,0,100.0,0.0
34543543355,0,100.0,0.0
3456457568,90,100.0,715.59
34565754,28,100.0,384.84
3456669133723,9,100.0,49.96
345675,180,100.0,20490.03
34568535890075433578,44,100.0,527.76
34573671264yi,92,100.0,639.56
345827357205098,31,100.0,199.87
346143872,0,100.0,0.0
3496148694969,132,100.0,1664.3799999999999
350176,32,100.0,240.85
350241,184,100.0,2261.0
352039981386723,30,100.0,384.77
3523436346,99,100.0,2487.44
35353534,29,100.0,845.46
3546873516354,0,66.66666666666666,0.0
35475,161,100.0,4446.44
3548548564856498484894,149,83.33333333333334,10931.22
3551,0,100.0,0.0
3565Jason,22,100.0,359.82
36033,32,100.0,171.84
360NoScopeMLGBLAZEGirlGamer69,10,100.0,84.94
360j1mmy,314,100.0,11978.730000000001
3635,101,100.0,374.71
363997099,8,100.0,59.97
36864,22,50.0,667.56
369231461278416,127,100.0,1639.1
36_T,259,88.88888888888889,30443.13
37122831,0,100.0,0.0
373848099,99,100.0,798.53
37751128,0,100.0,0.0
37755753,136,80.0,17969.1
378366354,69,100.0,621.67
37891266723,144,100.0,1406.64
380012,16,100.0,213.87
381644,84,100.0,962.29
38174962156174513,25,100.0,364.88
38189307,20,100.0,178.83
387561,18,100.0,237.66
38927497,725,100.0,8274.67
38y685ie4e89r78,13,100.0,64.96
391204566,89,100.0,1316.41
3956835u4696840,0,100.0,0.0
3Ldota,6,100.0,89.94
3X5G3,0,100.0,0.0
3dster,113,100.0,1148.19
3eBpA,140,100.0,1049.23
3lAckCAt,114,100.0,866.36
3mike,106,100.0,1261.12
3mperi0,41,100.0,444.52
3nsoniq,0,100.0,0.0
3nv3y,139,100.0,1876.12
3ring,24,100.0,146.85
3stantedja,6,100.0,14.99
3teGZ_Rorschach,70,100.0,7864.36
3th3,66,88.88888888888889,2032.65
3vild33d,41,100.0,490.7
3xU,146,100.0,1463.19
3xc4l18urblue,76,100.0,802.4
3xotic26,153,100.0,7818.92
400primetopkeks,18,100.0,151.87
4017209381,10,100.0,19.99
402553929,54,100.0,507.73
4043RROR,91,100.0,1778.94
404PlayerNotFound,86,100.0,983.38
404ok4561687987879847,16,0.0,109.94
4123223232,0,100.0,0.0
4131723314123,33,100.0,148.82
414291,40,100.0,287.8
416940127,0,33.33333333333333,0.0
41781029,51,100.0,367.67
4200769711,26,100.0,139.89
4201,31,100.0,483.75
4202346,73,100.0,568.59
420BlazeItMLG,23,100.0,49.96
420Blz,199,100.0,2353.49
420BlzeIT,40,100.0,224.83
420Club,0,100.0,0.0
420DankMasterKush420,102,100.0,1723.8
420NigelGaming420,48,83.33333333333334,1948.62
420_Blaze_It_Fgt,18,100.0,0.0
420believe,43,100.0,434.68
420blazedondaweedguyz,29,100.0,239.85
420blazefag00t,5,100.0,94.97
420blazeitbitches,22,100.0,255.81
420blaznnoscope,30,100.0,116.9
420box,137,100.0,1494.03
420cheekycunt,14,0.0,89.92999999999999
420dankmemer,53,100.0,471.63
420fedora,92,90.0,10297.5
420gandalfyoda,36,100.0,504.73
420haybale,18,100.0,87.94
420lol420,31,100.0,74.94999999999999
420slender,32,100.0,322.78999999999996
420smokeweed,0,100.0,0.0
42241,0,100.0,0.0
4231097,0,100.0,0.0
4234213234124,20,100.0,59.95
423523531524632462362362,0,100.0,0.0
42456,9,100.0,183.76
42654264,24,100.0,207.94
427533764,1,100.0,0.0
42978717,217,100.0,2630.57
42rsfw42efwrwr,29,100.0,159.97
4301945,13,100.0,63.93
4321louis,70,100.0,535.5
4324434,19,100.0,221.8
434238948,80,100.0,1678.81
434546464,76,100.0,2709.12
43643532,0,100.0,0.0
43650,0,100.0,0.0
44196,140,75.0,7538.12
442199,4,100.0,14.99
44290,34,100.0,195.87
4432XABLAU,204,75.0,6289.4800000000005
4454664,76,100.0,899.5
4456829,36,100.0,290.84999999999997
44579,47,100.0,390.81
44845991789,25,100.0,301.8
44925952,10,100.0,79.94
452213,3,100.0,14.99
45236243663663643636,45,0.0,684.63
45378665,3,100.0,19.99
4545451111,38,100.0,84.97
4545648,8,100.0,24.97
454575878752,12,100.0,18.98
45514551,70,100.0,1828.84
45544554455445,91,100.0,922.38
45622hd,3,100.0,14.98
4563453467436754656677,8,100.0,107.96000000000001
4564231564,38,100.0,467.7
45667992,0,75.0,0.0
4567891010,0,100.0,0.0
4567cabi,45,100.0,378.7
45685748567857,58,100.0,499.69
45748930,21,100.0,19.99
4578130,0,100.0,0.0
45826755958,40,100.0,544.8100000000001
458768,64,100.0,448.67
